utc,elapsed,rss_kb,footprint_kb,threads,pcpu,heap_alloc,heap_inuse,heap_objects,goroutines,fds,disk_files,disk_bytes,publishes_recent
2026-08-27T04:53:35Z,21:33,134416,90726,25,0.4,45785296,53166080,258024,275,17,814,38093750,12
2026-08-27T04:54:36Z,22:34,134432,78438,25,0.4,39751400,48594944,224956,275,17,814,38093750,13
2026-08-27T04:55:37Z,23:35,134432,79257,25,0.7,46370968,53526528,257594,275,17,814,38128792,13
2026-08-27T04:56:38Z,24:36,120768,77926,25,0.9,38817320,47661056,216909,274,16,814,38128501,14
2026-08-27T04:57:39Z,25:37,101776,77926,25,1.0,44455816,51503104,257520,273,15,814,38128195,14
2026-08-27T04:58:40Z,26:38,101776,75776,25,0.9,38854312,47677440,217025,273,15,814,38127211,15
2026-08-27T04:59:41Z,27:39,101776,76185,25,1.0,46282672,53338112,257856,274,15,814,38127131,15
2026-08-27T05:00:42Z,28:40,82640,76083,25,2.4,41166088,49307648,233606,273,15,814,38127130,16
2026-08-27T05:01:43Z,29:41,79120,76083,25,0.9,47899240,54517760,266337,273,15,814,38127130,16
2026-08-27T05:02:44Z,30:43,135376,118067,25,0.9,56612800,64217088,253939,277,19,814,38117930,17
2026-08-27T05:03:46Z,31:44,137344,122163,25,0.8,64227504,70213632,294852,275,17,814,38117931,17
2026-08-27T05:04:47Z,32:45,138192,87449,25,0.8,40374120,49070080,227017,275,17,814,38117928,18
2026-08-27T05:05:48Z,33:46,138240,87449,25,0.9,45905808,53223424,267328,275,17,814,38117913,18
2026-08-27T05:06:49Z,34:47,138336,75776,25,0.6,41044256,49176576,234552,274,16,814,38117332,19
2026-08-27T05:07:50Z,35:48,138320,75776,25,0.8,45900704,52666368,267117,273,15,814,38117334,19
2026-08-27T05:08:51Z,36:49,116512,74547,25,0.7,40246984,48504832,226912,273,15,814,38117335,20
2026-08-27T05:09:52Z,37:50,84416,75264,25,0.3,47680048,54599680,267706,273,15,814,38117346,20
2026-08-27T05:10:53Z,38:51,84432,75468,25,0.4,39885728,48062464,227121,273,15,814,38117345,21
2026-08-27T05:11:54Z,39:52,82784,75468,25,0.8,47344040,54140928,267197,273,15,814,38117348,21
2026-08-27T05:12:55Z,40:53,91632,85606,25,0.9,45297776,52838400,244377,275,17,814,38118047,22
2026-08-27T05:13:56Z,41:54,91264,85606,25,0.8,51986912,58523648,276950,275,17,814,38117545,22
2026-08-27T05:14:57Z,42:55,91312,80998,25,0.9,40300200,48701440,226981,275,17,814,38117543,23
2026-08-27T05:15:58Z,43:56,91328,80998,25,0.8,47932304,54640640,267977,275,17,814,38117511,23
2026-08-27T05:16:59Z,44:57,91392,74956,25,0.9,39724312,47636480,226875,274,16,814,38116489,24
2026-08-27T05:18:00Z,45:58,131440,116736,25,0.9,71637856,78962688,246905,275,17,814,38116113,26
2026-08-27T05:19:01Z,46:59,131424,98099,25,0.6,38631336,47226880,219844,274,15,814,38116113,27
2026-08-27T05:20:02Z,48:00,100048,98508,25,3.4,47152384,53886976,268253,274,15,814,38116115,27
2026-08-27T05:21:03Z,49:02,100784,78540,25,0.3,38746776,47243264,217461,273,15,814,38116116,28
2026-08-27T05:22:05Z,50:03,102576,85913,26,1.9,63325280,69705728,292898,281,17,814,38116117,28
2026-08-27T05:23:06Z,51:04,106080,89497,25,1.0,39749400,48783360,225286,275,17,814,38118589,29
2026-08-27T05:24:07Z,52:05,104592,89497,25,0.3,45129232,52436992,259214,275,17,814,38118589,29
2026-08-27T05:25:08Z,53:06,100544,73113,25,0.8,39298280,47693824,225229,275,17,814,38118585,30
2026-08-27T05:26:09Z,54:07,101008,74649,25,1.7,48135696,54640640,274534,274,16,814,38118261,31
2026-08-27T05:27:10Z,55:08,101136,76697,25,0.6,38856000,47521792,217387,274,16,814,38118176,31
2026-08-27T05:28:11Z,56:09,100848,76800,25,0.4,48070696,54673408,267513,273,15,814,38118272,32
2026-08-27T05:29:12Z,57:10,100960,77619,25,0.9,39802176,48283648,225562,273,15,814,38117840,32
2026-08-27T05:30:13Z,58:11,99888,77619,25,0.3,48077216,54812672,267363,273,15,814,38117837,33
2026-08-27T05:31:15Z,59:13,99248,77824,25,0.8,39784056,47964160,225738,273,15,814,38117827,33
2026-08-27T05:32:16Z,01:00:14,135456,119910,25,0.9,74023032,82059264,252220,277,19,814,38115978,35
