utc,elapsed,rss_kb,footprint_kb,threads,pcpu,heap_alloc,heap_inuse,heap_objects,goroutines,fds,disk_files,disk_bytes,publishes_recent
2026-08-26T23:20:13Z,30:46,151392,126054,31,2.9,56357720,64937984,219281,288,21,753,35841094,18
2026-08-26T23:21:14Z,31:50,169936,144384,32,4.6,59073552,68468736,234122,280,15,753,35839939,18
2026-08-26T23:22:15Z,32:51,135136,142643,33,2.2,44578552,54984704,168534,280,15,753,35840304,19
2026-08-26T23:23:17Z,33:52,98128,144588,32,2.0,63215184,72065024,222245,280,15,753,35840304,19
2026-08-26T23:24:18Z,34:54,112448,147763,32,0.7,74734224,83017728,261137,280,15,753,35840239,20
2026-08-26T23:25:19Z,35:55,119248,150016,32,1.9,78560696,86450176,278372,276,15,753,35840175,20
2026-08-26T23:26:21Z,36:56,120720,151244,31,0.3,47921800,59187200,165159,276,15,753,35842394,21
2026-08-26T23:27:22Z,37:58,120784,151244,31,2.5,56887552,65708032,219357,276,15,753,35846936,21
2026-08-26T23:28:23Z,38:59,120848,131788,31,1.4,47362688,58032128,165827,276,15,753,35846938,22
2026-08-26T23:29:24Z,40:00,120928,133427,31,3.2,61701264,70213632,221085,285,17,753,35846937,22
2026-08-26T23:30:25Z,41:01,121568,149606,31,1.5,55684664,65404928,214875,278,17,753,35832508,23
2026-08-26T23:31:27Z,42:02,115360,149708,31,3.1,67614576,75923456,270355,276,15,753,35814391,23
2026-08-26T23:32:28Z,43:04,109712,142233,31,2.7,55460080,65347584,204914,276,15,753,35814483,24
2026-08-26T23:33:29Z,44:05,109600,134451,31,2.1,46184680,58073088,154810,276,15,753,35814483,24
2026-08-26T23:34:32Z,45:06,152864,132710,31,7.2,66975296,76546048,189614,278,17,753,35814559,26
2026-08-26T23:35:33Z,46:09,154176,141004,31,2.2,80031064,87932928,254559,278,17,753,35819576,28
2026-08-26T23:36:35Z,47:10,158128,125132,31,2.9,47355760,59654144,160628,276,15,755,35835255,28
2026-08-26T23:37:36Z,48:12,154960,125337,32,1.1,56193048,65404928,224933,276,15,755,35835254,29
2026-08-26T23:38:37Z,49:13,150688,95232,32,2.4,46965816,58155008,164540,276,15,755,37088042,29
2026-08-26T23:39:38Z,50:14,161088,139366,32,2.0,104514696,111009792,759856,279,18,755,37082425,30
2026-08-26T23:40:39Z,51:15,163440,142540,32,1.5,113080360,117997568,806175,279,18,755,37074954,30
2026-08-26T23:41:40Z,52:16,162832,134553,32,1.1,61220464,71131136,231040,276,15,755,37074036,31
2026-08-26T23:42:42Z,53:18,163104,101068,32,1.5,48926056,60727296,178861,276,15,755,37073248,31
2026-08-26T23:43:43Z,54:19,152320,102502,31,1.3,61793264,71368704,243378,276,15,755,37073247,32
2026-08-26T23:44:44Z,55:20,109920,102092,31,1.6,48587696,60391424,179365,276,15,755,37073249,32
2026-08-26T23:45:45Z,56:21,106416,102092,31,1.6,58386880,67297280,252156,276,15,755,37074602,33
2026-08-26T23:46:46Z,57:22,108528,99328,31,2.2,49171104,60366848,188333,276,15,755,37073181,33
2026-08-26T23:47:47Z,58:23,100832,99737,31,2.5,61317488,70311936,244490,276,15,755,37073180,34
2026-08-26T23:48:49Z,59:25,101344,99532,31,1.8,52387696,63111168,193591,276,15,755,37072113,34
2026-08-26T23:49:52Z,01:00:26,168384,152166,31,1.8,80639608,89104384,264364,280,19,755,37056097,37
