utc,elapsed,rss_kb,footprint_kb,threads,pcpu,heap_alloc,heap_inuse,heap_objects,goroutines,fds,disk_files,disk_bytes,publishes_recent
2026-08-26T15:10:00Z,21:03,195568,100249,24,1.3,68001488,79831040,725550,275,16,1428,120397485,193
2026-08-26T15:10:31Z,21:34,195568,100454,24,0.9,51664456,64307200,448133,275,16,1428,120395279,193
2026-08-26T15:11:02Z,22:05,195568,100454,24,2.2,70025672,81436672,762305,274,15,1428,120395563,193
2026-08-26T15:11:33Z,22:36,108960,100454,24,1.3,60146232,71950336,575315,274,15,1428,120395559,194
2026-08-26T15:12:04Z,23:07,109248,100454,24,1.0,44767888,58990592,329104,274,15,1428,120395559,194
2026-08-26T15:12:35Z,23:38,109264,100454,24,2.3,65541592,76996608,681660,274,15,1428,120395559,194
2026-08-26T15:13:06Z,24:09,109312,100454,24,2.4,50824648,63488000,427236,274,15,1428,120395559,194
2026-08-26T15:13:37Z,24:40,109312,100454,24,1.6,38715848,54894592,222703,274,15,1428,120395559,195
2026-08-26T15:14:08Z,25:11,102768,100454,24,2.3,58197992,70139904,563979,274,15,1428,120395559,195
2026-08-26T15:14:38Z,25:42,102880,100454,24,0.9,46103840,60104704,338132,274,15,1428,120395536,195
2026-08-26T15:15:09Z,26:13,102912,100454,24,2.0,66531632,78004224,676547,274,15,1428,120395536,196
2026-08-26T15:15:40Z,26:43,102928,100454,24,2.4,52295952,64405504,453015,274,15,1429,120399906,196
2026-08-26T15:16:11Z,27:14,102928,100454,24,1.2,38607336,55345152,220607,274,15,1429,120399906,196
2026-08-26T15:16:42Z,27:45,102944,100454,24,1.4,59564976,71368704,574111,274,15,1429,120399928,196
2026-08-26T15:17:13Z,28:16,103008,100454,24,0.6,46842352,60669952,342017,274,15,1429,120400116,197
2026-08-26T15:17:44Z,28:47,103040,100454,24,2.1,68774280,80683008,733458,274,15,1429,120399928,197
2026-08-26T15:18:15Z,29:18,103056,100454,24,1.7,51705960,63782912,447992,274,15,1429,120399928,197
2026-08-26T15:18:46Z,29:49,103088,100454,24,2.0,39296024,55296000,223051,274,15,1429,120399928,197
2026-08-26T15:19:17Z,30:20,153152,104550,26,2.3,41692816,58015744,263649,276,17,1429,120399830,235
2026-08-26T15:19:48Z,30:51,153504,106188,26,2.2,68632344,81068032,610688,276,17,1429,120399502,235
2026-08-26T15:20:18Z,31:22,153568,105676,26,1.0,53768352,66207744,465584,275,16,1429,120400186,235
2026-08-26T15:20:49Z,31:53,153584,102912,26,1.9,38147136,55099392,206631,274,15,1429,120400183,235
2026-08-26T15:21:20Z,32:23,153584,102912,26,2.0,60629128,72499200,568112,274,15,1429,120400183,236
2026-08-26T15:21:51Z,32:54,153584,102707,26,1.2,45030352,58736640,331439,274,15,1429,120400183,236
2026-08-26T15:22:22Z,33:25,153584,102707,26,1.2,67563400,79601664,715383,274,15,1429,120400183,236
2026-08-26T15:22:53Z,33:56,153584,102707,26,0.8,50589712,63275008,430739,274,15,1429,120400184,236
2026-08-26T15:23:24Z,34:27,112416,102707,26,1.7,39225424,55607296,226513,274,15,1429,120400184,237
2026-08-26T15:23:55Z,34:59,112416,102707,26,1.3,59343208,71458816,578534,274,15,1429,120400184,237
2026-08-26T15:24:26Z,35:29,112416,102707,26,2.3,44107752,58671104,314055,274,15,1429,120400183,237
2026-08-26T15:24:57Z,36:00,112416,102707,26,0.9,62523408,74596352,626327,274,15,1429,120400184,237
2026-08-26T15:25:28Z,36:31,112416,102707,26,2.3,51546272,64192512,429677,274,15,1429,120400548,238
2026-08-26T15:25:59Z,37:02,112416,102707,26,1.4,69693488,81395712,749255,274,15,1429,120399141,238
2026-08-26T15:26:30Z,37:33,112416,102707,26,1.3,53713544,65847296,465941,274,15,1429,120399140,238
2026-08-26T15:27:01Z,38:04,112416,102707,26,1.6,40192968,56262656,240752,274,15,1429,120399184,238
2026-08-26T15:27:32Z,38:35,112416,102707,26,1.7,63305168,75145216,633662,274,15,1429,120399185,239
2026-08-26T15:28:03Z,39:06,112432,102809,26,1.4,47459880,61423616,365648,274,15,1429,120399184,239
2026-08-26T15:28:34Z,39:37,112432,102809,26,0.8,67777952,79413248,715969,274,15,1429,120399185,239
2026-08-26T15:29:04Z,40:08,115312,104652,26,2.3,63438328,75390976,529113,275,16,1429,120399573,270
2026-08-26T15:29:35Z,40:38,115312,104243,26,1.4,52410592,65150976,453162,275,16,1429,120399573,272
2026-08-26T15:30:06Z,41:09,115312,103628,26,2.0,36985240,54829056,182285,276,16,1429,120399248,272
2026-08-26T15:30:37Z,41:40,115328,103628,26,0.7,57346424,69648384,529753,274,15,1429,120398174,272
2026-08-26T15:31:08Z,42:11,115328,103628,26,1.7,42856408,58179584,289476,274,15,1429,120398455,272
2026-08-26T15:31:39Z,42:42,115328,103628,26,1.3,65503776,77561856,672918,274,15,1429,120398454,273
2026-08-26T15:32:10Z,43:13,111520,103628,26,2.5,48957672,62488576,394741,275,15,1429,120398360,273
2026-08-26T15:32:41Z,43:44,111520,103628,26,1.2,70096096,82362368,747817,274,15,1429,120398357,273
2026-08-26T15:33:12Z,44:15,106944,103424,26,1.3,52513368,65429504,447210,274,15,1429,120398357,273
2026-08-26T15:33:43Z,44:46,107168,103424,26,1.8,40586744,56688640,248450,274,15,1429,120398358,274
2026-08-26T15:34:15Z,45:17,176848,98406,26,2.7,56881504,69500928,526800,275,16,1429,120398357,280
2026-08-26T15:34:46Z,45:49,176880,95436,26,3.1,59274728,71704576,571181,275,16,1429,120398357,280
2026-08-26T15:35:17Z,46:21,176896,100352,26,3.8,54981760,67215360,463234,274,15,1429,120398357,281
2026-08-26T15:35:49Z,46:51,176896,101580,26,2.2,40591528,57253888,247411,274,15,1429,120397067,281
2026-08-26T15:36:20Z,47:23,176896,101580,26,2.1,60565152,72843264,587706,274,15,1429,120397067,281
2026-08-26T15:36:51Z,47:54,176064,101580,26,1.3,44744984,59162624,323480,274,15,1429,120397027,281
2026-08-26T15:37:22Z,48:25,176064,101580,26,1.9,68035216,79904768,697276,274,15,1429,120396651,282
2026-08-26T15:37:53Z,48:56,176064,101785,26,1.4,51709288,64454656,440202,274,15,1429,120396659,282
2026-08-26T15:38:24Z,49:27,176064,101785,26,2.0,36655232,55336960,180824,274,15,1429,120396659,282
2026-08-26T15:38:55Z,49:58,176064,101785,26,1.7,56749064,68976640,531642,274,15,1429,120396659,282
2026-08-26T15:39:26Z,50:29,177088,103321,26,1.7,57606496,70230016,526528,275,16,1429,120396489,317
2026-08-26T15:39:57Z,51:00,110736,103014,26,1.3,42734800,57819136,295312,275,16,1429,120396486,317
2026-08-26T15:40:28Z,51:31,110784,103014,26,1.3,65204976,77324288,675231,275,16,1429,120396488,317
2026-08-26T15:40:59Z,52:02,110944,102809,26,1.6,48956368,62029824,406375,274,15,1429,120396489,317
2026-08-26T15:41:30Z,52:33,110944,102809,26,3.0,38425352,55582720,216003,274,15,1429,120396490,318
2026-08-26T15:42:01Z,53:04,110944,102809,26,1.8,59025696,71442432,579776,274,15,1429,120396490,318
2026-08-26T15:42:32Z,53:35,110960,102809,26,2.2,44940808,59490304,335328,274,15,1429,120396489,318
2026-08-26T15:43:03Z,54:06,110960,102809,26,2.4,64553544,76431360,678954,274,15,1429,120396490,318
2026-08-26T15:43:34Z,54:37,110960,102809,26,2.2,54829512,67198976,498363,273,14,1429,120396491,319
2026-08-26T15:44:05Z,55:08,111088,102809,26,2.6,41992816,57483264,267198,274,15,1429,120396491,319
2026-08-26T15:44:36Z,55:39,111152,102809,26,2.2,62043712,74072064,616362,274,15,1429,120396491,319
2026-08-26T15:45:07Z,56:10,111152,102809,26,1.4,48250016,61841408,383109,274,15,1429,120396491,319
2026-08-26T15:45:38Z,56:41,111312,102809,26,2.0,35822672,54059008,172912,274,15,1429,120396441,320
2026-08-26T15:46:09Z,57:12,111296,102502,26,1.4,56747672,69328896,524681,274,15,1429,120396765,320
2026-08-26T15:46:40Z,57:43,111296,102502,26,1.4,41808592,57163776,280385,274,15,1429,120396823,320
2026-08-26T15:47:11Z,58:14,111296,102502,26,1.0,62508632,74596352,628576,274,15,1429,120396823,320
2026-08-26T15:47:42Z,58:45,111312,102297,26,2.5,51246928,64102400,440354,274,15,1429,120396822,321
2026-08-26T15:48:13Z,59:16,111312,102297,26,2.1,39545864,55599104,239576,274,15,1429,120396821,321
2026-08-26T15:48:44Z,59:47,111312,102297,26,1.8,59214064,71516160,584506,274,15,1429,120396822,321
2026-08-26T15:49:16Z,01:00:18,143344,104755,26,1.9,47714240,62160896,356510,276,17,1429,120410875,385
2026-08-26T15:49:47Z,01:00:50,145232,101580,26,1.0,66073536,77987840,713410,276,17,1429,120410687,386
2026-08-26T15:50:18Z,01:01:21,145328,101580,26,1.7,65560136,77725696,700481,275,16,1429,120410904,390
2026-08-26T15:50:49Z,01:01:52,145328,101273,26,1.5,54891744,67166208,524201,275,16,1429,120472725,392
