utc,elapsed,rss_kb,footprint_kb,threads,pcpu,heap_alloc,heap_inuse,heap_objects,goroutines,fds,disk_files,disk_bytes,publishes_recent
2026-08-26T17:03:30Z,31:26,150032,106291,24,0.4,63589584,76046336,636458,278,19,799,37778975,217
2026-08-26T17:04:01Z,31:57,150048,104857,24,1.4,47684432,62210048,369267,274,15,799,37778974,217
2026-08-26T17:04:32Z,32:28,150048,104960,24,2.2,68177416,80404480,720098,274,15,799,37778973,218
2026-08-26T17:05:03Z,32:59,150048,104038,24,2.3,50435408,63873024,425278,274,15,799,37778972,218
2026-08-26T17:05:34Z,33:30,150048,104243,24,1.3,71514488,83255296,783409,274,15,799,37779005,218
2026-08-26T17:06:05Z,34:01,150048,104755,24,1.6,53964232,66822144,474222,274,15,799,37778827,218
2026-08-26T17:06:36Z,34:32,150048,104652,24,1.5,41490168,58384384,257869,274,15,799,37778829,219
2026-08-26T17:07:07Z,35:03,148496,104652,24,3.3,61520264,73744384,605202,274,15,799,37778829,219
2026-08-26T17:07:38Z,35:34,148448,104140,24,1.4,45384344,60751872,333587,274,15,799,37778829,219
2026-08-26T17:08:09Z,36:05,148448,104140,24,1.4,65184640,77520896,669935,274,15,799,37778829,219
2026-08-26T17:08:40Z,36:36,148448,104140,24,2.6,49743760,63553536,410653,274,15,799,37778829,220
2026-08-26T17:09:11Z,37:07,148448,104140,24,2.3,69242792,80977920,743902,274,15,799,37778829,220
2026-08-26T17:09:42Z,37:38,148448,104960,24,3.5,52457920,66109440,443322,274,15,799,37778824,220
2026-08-26T17:10:13Z,38:09,148448,104960,24,2.6,36962600,56262656,183641,274,15,799,37778730,220
2026-08-26T17:10:44Z,38:40,148464,104857,24,2.3,57112008,69345280,534581,274,15,799,37779528,221
2026-08-26T17:11:15Z,39:12,148480,104550,24,2.3,42906808,58933248,289544,274,15,799,37779617,221
2026-08-26T17:11:47Z,39:43,148480,104550,24,2.6,61375728,73474048,611055,274,15,799,37779616,221
2026-08-26T17:12:17Z,40:14,153776,145203,25,2.0,78974040,87851008,460314,279,20,799,37889887,284
2026-08-26T17:12:49Z,40:45,154368,137523,24,2.4,50712568,66109440,406943,279,20,799,37889886,284
2026-08-26T17:13:20Z,41:16,154400,109158,24,1.8,68519144,81707008,718186,279,20,799,37889887,284
2026-08-26T17:13:51Z,41:47,154480,107008,24,1.5,49750648,65388544,397489,274,15,799,37889888,284
2026-08-26T17:14:22Z,42:18,154480,107315,24,1.9,70520560,83673088,742611,274,15,799,37889888,285
2026-08-26T17:14:53Z,42:49,154480,106803,24,1.8,51111248,66404352,422402,274,15,799,37889888,285
2026-08-26T17:15:24Z,43:20,154480,106803,24,1.1,69877936,83369984,747040,274,15,799,37889889,285
2026-08-26T17:15:55Z,43:51,154480,107827,24,1.4,53734368,68665344,464088,274,15,799,37890856,285
2026-08-26T17:16:25Z,44:22,154480,107929,24,1.4,37186656,57769984,179668,274,15,799,37890856,286
2026-08-26T17:16:57Z,44:53,154480,106905,24,2.2,57098192,70557696,519848,274,15,799,37890855,286
2026-08-26T17:17:28Z,45:24,201008,192307,24,2.3,136231296,150691840,936969,275,16,799,37890853,288
2026-08-26T17:17:59Z,45:55,181280,101068,24,2.8,53649384,68460544,464138,275,16,799,37890854,288
2026-08-26T17:18:30Z,46:26,181280,99328,24,3.0,56836128,70418432,530379,275,16,799,37890854,289
2026-08-26T17:19:01Z,46:57,181280,99328,24,3.5,60532456,73826304,587331,274,15,799,37890854,289
2026-08-26T17:19:32Z,47:28,181280,107417,24,2.2,43407600,60989440,289142,274,15,799,37890854,289
2026-08-26T17:20:03Z,47:59,176160,107417,24,1.8,62907696,76242944,622858,274,15,799,37890854,289
2026-08-26T17:20:34Z,48:30,175712,107008,24,1.9,47614368,63684608,363702,274,15,799,37890853,290
2026-08-26T17:21:05Z,49:01,175728,107110,24,2.2,66689144,80084992,689887,274,15,799,37890853,290
2026-08-26T17:21:36Z,49:32,175728,107929,24,3.2,48716296,64643072,384480,275,15,799,37890869,290
2026-08-26T17:22:07Z,50:03,175728,108134,25,10.8,60502456,77004800,422273,309,20,799,37890871,316
2026-08-26T17:22:38Z,50:34,176160,113459,24,3.9,37909088,60030976,185326,279,20,799,37891991,352
2026-08-26T17:23:09Z,51:05,129600,109977,24,2.3,56505488,71213056,500419,279,20,799,37891993,352
2026-08-26T17:23:40Z,51:36,129232,110899,24,3.5,38162432,60047360,189686,278,19,799,37891993,352
2026-08-26T17:24:11Z,52:07,129232,109260,24,0.9,55590344,69853184,497052,274,15,799,37891993,352
2026-08-26T17:24:42Z,52:38,129232,108441,24,3.0,41102600,60317696,245944,274,15,799,37891994,353
2026-08-26T17:25:13Z,53:09,129232,108953,24,1.4,58856328,72695808,555431,274,15,799,37891994,353
2026-08-26T17:25:44Z,53:40,129232,108646,24,2.6,42247344,60948480,266873,274,15,799,37893136,353
2026-08-26T17:26:15Z,54:11,129232,109056,24,0.5,61084384,74932224,589685,274,15,799,37893318,353
2026-08-26T17:26:46Z,54:42,129360,108339,24,3.3,45368952,62685184,323387,274,15,799,37893318,354
2026-08-26T17:27:17Z,55:13,98384,109158,24,1.7,63331600,77201408,636937,274,15,799,37893317,354
2026-08-26T17:27:48Z,55:44,124576,108441,24,1.6,46195984,63430656,337881,274,15,799,37893318,354
2026-08-26T17:28:19Z,56:15,124816,109670,24,1.4,65194680,78258176,655002,274,15,799,37893318,355
2026-08-26T17:28:50Z,56:46,124992,108339,24,2.4,47473656,64077824,361163,274,15,799,37893317,355
2026-08-26T17:29:21Z,57:17,125008,109158,24,2.0,67209496,81207296,690606,274,15,799,37893318,355
2026-08-26T17:29:52Z,57:48,125184,107827,24,1.3,48182280,64151552,371980,274,15,799,37893318,355
2026-08-26T17:30:23Z,58:19,125248,109260,24,1.9,68437096,81674240,706724,274,15,799,37893318,356
2026-08-26T17:30:54Z,58:50,125296,107724,24,2.2,51889704,67026944,438730,274,15,799,37893318,356
2026-08-26T17:31:25Z,59:21,103792,109158,24,1.5,70987968,84172800,764905,274,15,799,37893318,356
2026-08-26T17:31:56Z,59:52,105136,108851,24,2.1,52768400,67878912,447031,274,15,799,37893314,356
2026-08-26T17:32:27Z,01:00:23,278656,274636,24,1.5,64280648,83083264,443368,279,20,799,37894439,450
2026-08-26T17:32:58Z,01:00:54,279856,111411,24,3.0,41138440,63602688,240860,279,20,799,37894439,450
2026-08-26T17:33:29Z,01:01:25,279872,111820,24,1.2,59976216,76136448,563069,279,20,799,37894446,450
2026-08-26T17:33:59Z,01:01:56,279920,110592,24,3.1,41469976,63037440,248212,274,15,799,37894446,450
