callsign,site,state,freq_mhz,lat,lon,power_w,status,same
KXI81,Clayton,GA,162.450,34.8456,-83.4997,300,NORMAL,013011|013119|013137|013139|013147|013241|013257|013281|013311|037113|045073
KXI82,Grangeville,ID,162.450,45.863611,-116.122778,25,NORMAL,016049
KXI83,Kingman,AZ,162.425,35.094191,-113.905661,100,NORMAL,004012|004015|006071|032003|832003
KXI84,Lake Havasu,AZ,162.400,34.616667,-114.270556,100,NORMAL,004012|004015|006071
KXI85,Evanston,WY,162.450,41.3525,-110.9072,300,NORMAL,049033|049043|056041
KXI86,Crescent City,IL,162.500,40.7178,-87.86,300,NORMAL,017053|017075|017091|017183|018007|018111
KXI87,Corsicana,TX,162.525,32.076536,-96.490889,1040,NORMAL,048001|048139|048161|048213|048217|048257|048293|048349|048467
KXI88,Stinnett,TX,162.400,35.844021,-101.446305,300,NORMAL,048065|048233|048341
KXI89,Eatonton,GA,162.525,33.3083,-83.390306,1000,NORMAL,013009|013021|013035|013133|013141|013151|013159|013169|013171|013207|013211|013217|013219|013237|013247|013265|013297
KXI90,Montrose,CO,162.450,38.338056,-107.638333,300,NORMAL,008029|008051|008085|008091
KXI91,Morrilton,AR,162.475,35.165194,-92.714333,387,NORMAL,005029|005045|005105|005115
KXI92,High Peak,AR,162.425,34.4728,-93.605,300,NORMAL,005019|005051|005057|005059|005061|005097|005105|005109|005113|005125|005127|005149
KXI93,Cape Girardeau,MO,162.550,37.3625,-89.5222,300,NORMAL,017003|017181|029017|029031|029133|029157|029201
KXI94,Angola,IN,162.425,41.6867,-84.9836,1000,DEGRADED,018033|018087|018113|018151|026023|026059|026149|039039|039051|039069|039171
KXI95,Warsaw,NC,162.425,34.9281,-78.0558,300,NORMAL,037017|037061|037103|037107|037133|037141|037163|037191
KXI96,Russell,AR,162.400,35.3811,-91.524667,1200,NORMAL,005023|005063|005067|005085|005095|005117|005145|005147
KXI97,Mena,AR,162.400,34.4545,-94.143333,307,NORMAL,005057|005061|005081|005097|005109|005113|005127|005133|040089
KXI98,Marshalltown,IA,162.500,42.0475,-92.8617,300,NORMAL,019075|019083|019099|019127|019157|019169|019171
KZZ27,Newport,IN,162.425,39.853889,-87.408333,300,NORMAL,018045|018121|018165|018171
KZZ28,Covesville,VA,162.450,37.876528,-78.690972,980,NORMAL,051003|051007|051009|051011|051015|051029|051031|051037|051047|051049|051065|051075|051079|051109|051111|051113|051125|051135|051137|051145|051147|051165|051177|051540|051790|051820
KZZ29,Coleraine,MN,162.400,47.2922,-93.4822,1000,NORMAL,027061|127061|227001|227021|327061|427137|827061
KZZ30,El Dorado Springs,MO,162.475,37.870194,-94.033139,1000,NORMAL,020011|020037|029011|029013|029015|029039|029057|029085|029167|029185|029217
KZZ31,Hardyston,NJ,162.500,41.143611,-74.538056,1000,NORMAL,034003|034013|034019|034027|034031|034035|034037|034039|034041|036071|036087|036105|042089|042095|042103|042127
KZZ32,Meadville,PA,162.475,41.654389,-80.125944,300,NORMAL,039007|039155|042039|042049|042085|042121
KZZ33,Mount Pleasant,MI,162.525,43.575833,-84.774722,1000,NORMAL,026035|026057|026073|026107|026111|026117|026133
KZZ34,Carrollton,MO,162.450,39.3665,-93.403556,1120,NORMAL,029025|029033|029041|029053|029089|029107|029115|029117|029121|029159|029175|029177|029195
KZZ35,Escanaba,MI,162.500,45.779722,-87.140556,1000,NORMAL,026041|026043|026109
KZZ36,North Webster,IN,162.500,41.358889,-85.7,300,NORMAL,018039|018049|018085|018087|018099|018113|018141|018169|018183
KZZ37,Maryville,MO,162.425,40.2875,-94.790833,1330,NORMAL,019145|019173|029003|029005|029075|029081|029087|029147|029227
KZZ38,Trenton,MO,162.500,40.154444,-93.422778,1000,NORMAL,029025|029061|029079|029081|029115|029117|029129|029171|029211
KZZ39,Clinton,MO,162.500,38.503611,-93.758056,980,NORMAL,029013|029015|029037|029083|029101|029159|029185
KZZ40,Deerfield,NH,162.450,43.175833,-71.208056,300,NORMAL,023031|025009|025017|025027|033001|033003|033005|033011|033013|033015|033017
KZZ41,Mt. Washington,NH,162.500,44.270278,-71.303333,100,NORMAL,023005|023007|023017|023025|023031|033001|033003|033007|033009|033013|033015|033017|050005|050009|050017
KZZ42,Reynoldsville,PA,162.500,41.0719,-78.9392,300,NORMAL,042005|042031|042033|042063|042065
KZZ43,Branson,MO,162.550,36.715889,-93.367611,1050,NORMAL,029009|029043|029209|029213
KZZ44,Elephant Lake,MN,162.450,48.18,-92.750278,300,NORMAL,027071|127137
KZZ45,Virginia,MN,162.475,47.4875,-92.52,300,NORMAL,427137|627137
KZZ46,Athens,OH,162.425,39.30825,-82.118083,1030,NORMAL,039009|039053|039073|039079|039105|039115|039127|039163|039167|054035|054053|054073|054107
KZZ47,Carey,OH,162.525,40.933222,-83.379944,308,NORMAL,039033|039063|039065|039101|039137|039147|039173|039175
KZZ48,Owenton,KY,162.450,38.525556,-84.811111,300,NORMAL,018155|021041|021073|021077|021081|021097|021103|021187|021191|021209|021211
KZZ49,Maysville,KY,162.425,38.6403,-83.8083,300,NORMAL,021023|021069|021135|021161|021201|039001|039015
KZZ50,Essex,IA,162.550,40.812778,-95.252194,303,NORMAL,019071|019129|019137|019145
KZZ51,Carroll,IA,162.425,42.049028,-94.8844,1250,NORMAL,019009|019025|019027|019047|019073|019077|019093|019161|019165
KZZ52,Hancock/Pottawattam,IA,162.525,41.34425,-95.256028,750,NORMAL,019001|019003|019009|019029|019085|019129|019137|019155|019165
KZZ53,Utqiagvik,AK,162.550,71.288352,-156.762283,300,NORMAL,002185
KZZ54,Lewistown,MT,162.500,47.177778,-109.535833,100,NORMAL,030015|030027|030045
KZZ55,Dixon,IL,162.525,41.897778,-89.605556,300,NORMAL,017011|017015|017103|017141|017195
KZZ56,Freeport,IL,162.450,42.328056,-89.725,300,NORMAL,017015|017085|017141|017177|017201|055045|055065
KZZ57,Rockford,IL,162.475,42.3672,-89.0869,1000,NORMAL,017007|017037|017103|017141|017177|017201|055045|055105
KZZ58,Kankakee,IL,162.525,41.0775,-87.756111,300,NORMAL,017075|017091|017197|018089|018111
KZZ59,Porcupine,SD,162.500,43.178889,-102.324444,1000,NORMAL,046007|046071|046102
KZZ60,Reliance,SD,162.525,43.965833,-99.603333,1000,NORMAL,046015|046017|046053|046059|046065|046069|046085|046123
KZZ61,Whitesville,KY,162.475,37.691944,-86.848889,300,NORMAL,018123|018147|021027|021059|021091|021183
KZZ62,Burkesville,KY,162.475,36.79067,-85.241057,300,NORMAL,021057
KZZ63,Campbellsville,KY,162.525,37.423623,-85.274201,300,NORMAL,021217
KZZ64,Ekron,KY,162.450,37.902704,-86.168283,300,NORMAL,021027|021163
KZZ65,Bloomington,IL,162.525,40.476111,-89.033889,300,NORMAL,017039|017113|017179|017203
KZZ66,Galesburg,IL,162.400,40.988056,-90.317778,300,NORMAL,017073|017095|017131|017187
KZZ67,Blue Rapids,KS,162.425,39.706686,-96.557,1080,NORMAL,020117|020131|020149|020161|020201
KZZ68,Van Wert,IA,162.475,40.868111,-93.804833,309,NORMAL,019039|019053|019117|019159|019175|019185|029081|029129
KZZ69,Beatrice,NE,162.450,40.218561,-96.91583,1000,NORMAL,031067|031095|031151
KZZ70,Blakely,GA,162.525,31.402222,-84.959167,1000,NORMAL,001067|001069|012063|013037|013061|013087|013099|013201|013239|013243|013253|013273
KZZ72,Sedgwick Peak,ID,162.425,42.515833,-111.9225,100,NORMAL,016005|016007|016011|016029|016041|016071
KZZ73,Dayton,WA,162.525,46.353556,-117.717167,300,NORMAL,053013|053023|053075
KZZ76,Racine,WI,162.450,42.669722,-87.8475,300,NORMAL,017097|017111|055059|055079|055101|055127|055133
KZZ77,Withee,WI,162.425,44.914167,-90.657222,1000,NORMAL,055017|055019|055035|055073|055107|055119|055141
KZZ78,Ashland,WI,162.525,46.608056,-90.836944,1000,NORMAL,026053|055003|055007|055051
KZZ79,Spooner,WI,162.475,45.986787,-91.793709,1000,NORMAL,027115|055005|055007|055013|055031|055095|055113|055129
KZZ80,Milford,IA,162.550,43.343083,-95.207889,300,NORMAL,019041|019059|019063|019147|027063
KZZ81,Lockport,IL,162.425,41.6006,-87.97895,1000,NORMAL,017031|017043|017063|017089|017091|017093|017197|018089
KZZ82,Gainesville,MO,162.425,36.663861,-92.517056,1000,NORMAL,029067|029153|029213
KZZ83,Maquoketa,IA,162.425,42.090556,-90.726944,300,NORMAL,017015|017085|019031|019045|019055|019061|019097|019105
KZZ84,Aitkin,MN,162.450,46.469444,-93.526944,1000,NORMAL,027001|027017|027035|027065|027095|027097|027115|227001|827001
KZZ85,Cameron,MO,162.475,39.752778,-94.25,302,NORMAL,029003|029021|029025|029047|029049|029061|029063|029075|029177
KZZ86,Althorp Peak,AK,162.425,58.09323,-136.4146,5,NORMAL,002105|002110|002220
KZZ87,Mt. Robert Barron,AK,162.450,58.226944,-134.841667,5,NORMAL,002105|002110
KZZ88,Cape Fanshaw,AK,162.425,57.204722,-133.465833,5,NORMAL,002110|002195|002275
KZZ89,Sukkwan Island,AK,162.425,55.111944,-132.758611,5,NORMAL,002198
KZZ90,Raspberry Island,AK,162.425,58.066389,-153.376944,5,NORMAL,002060|002150
KZZ91,Zarembo Island,AK,162.450,56.345278,-132.861389,5,NORMAL,002275
KZZ92,Duke Island,AK,162.450,54.883333,-131.358333,5,NORMAL,002130
KZZ93,Point Pigot,AK,162.450,60.817222,-148.38,5,NORMAL,002063
KZZ95,Mt. McArthur,AK,162.525,56.069167,-134.191944,5,NORMAL,002220
KZZ96,Gravina Island,AK,162.525,55.3675,-131.8,5,NORMAL,002130
KZZ97,Ninilchik,AK,162.550,60.043337,-151.676849,300,NORMAL,002122
KZZ98,Wasilla,AK,162.400,61.601576,-149.360616,300,NORMAL,002020|002170
WNG521,Bogalusa,LA,162.525,30.88654,-90.04895,1000,NORMAL,022091|022103|022105|022117|028073|028091|028109|028113|028147
WNG522,Palatka,FL,162.425,29.7375,-81.6691,300,NORMAL,012019|012035|012107|012109
WNG523,Dilley,TX,162.500,28.675472,-99.188972,294,NORMAL,048163|048283
WNG524,Trenton,NE,162.500,40.241111,-101.044722,379,NORMAL,031057|031085|031087|031145
WNG525,Tuklung Mtn.,AK,162.425,58.8575,-159.465833,5,NORMAL,002070
WNG526,Rugged Island,AK,162.425,59.860661,-149.39478,5,NORMAL,002122
WNG527,Potato Point,AK,162.425,61.056543,-146.697377,5,NORMAL,002063
WNG528,Bede Mountain,AK,162.450,59.310278,-151.943889,5,NORMAL,002122|002150
WNG529,Cape Gull,AK,162.500,58.199694,-154.205084,5,NORMAL,002150
WNG530,East Point,AK,162.500,60.645,-147.346944,5,NORMAL,002063
WNG531,Pillar Mtn.,AK,162.525,57.788202,-152.437856,5,NORMAL,002150
WNG532,Cape Hinchinbrook,AK,162.525,60.275576,-146.638974,5,NORMAL,002063
WNG533,Browning,MT,162.525,48.596111,-113.018889,300,NORMAL,030035
WNG534,Belvidere,KS,162.525,37.530528,-99.050806,1040,NORMAL,020007|020033|020047|020097|020151|020185
WNG535,Dighton,KS,162.525,38.432444,-100.464833,1060,NORMAL,020055|020063|020083|020101|020135|020171
WNG536,DeKalb,IL,162.550,41.9356,-88.7642,100,NORMAL,017007|017037|017089|017103|017141|017201
WNG537,Windsor,NC,162.525,36.0636,-76.9736,300,NORMAL,037013|037015|037041|037065|037073|037083|037091|037117|037131|037143|037147|037187
WNG538,Linville,NC,162.450,36.06317,-81.84184,300,NORMAL,037003|037011|037023|037027|037035|037111|037121|037161|037189|037193|037199
WNG539,Spencerport,NY,162.525,43.1431,-77.8497,175,NORMAL,036055
WNG541,Frewsburg,NY,162.525,42.0467,-79.0903,175,NORMAL,036013
WNG542,Greenville,ME,162.425,45.4625,-69.552222,300,NORMAL,023021|023025
WNG543,Jonesboro Marine,ME,162.450,44.6369,-67.6261,1000,NORMAL,023029
WNG544,Clarksville,NH,162.400,45.0219,-71.416938,100,NORMAL,033007|050009
WNG545,Holderness,NH,162.550,43.7628,-71.6494,300,NORMAL,033001|033003|033009|033013|033019|050017|050027
WNG546,Hanover,NH,162.525,43.7092,-72.1542,300,NORMAL,033001|033003|033009|033013|033019|050017|050027
WNG547,Sugarloaf Mtn,ME,162.450,45.031722,-70.313139,100,NORMAL,023001|023007|023011|023017|023019|023021|023025|023027
WNG549,Columbus,NE,162.450,41.4525,-97.253028,1020,NORMAL,031023|031037|031053|031121|031125|031141|031143|031155
WNG550,Franktown,CO,162.450,39.370134,-104.679368,300,NORMAL,008001|008005|008013|008014|008019|008031|008035|008047|008059|008093|008123|408005|508005|608005
WNG551,Firesteel,SD,162.425,45.421111,-101.285833,1000,NORMAL,046031|046041|046137
WNG552,New London,WI,162.525,44.4175,-88.9175,1000,NORMAL,055078|055087|055097|055115|055135|055137|055139
WNG553,Wausaukee,WI,162.400,45.4275,-87.9775,1000,NORMAL,026109|055029|055075|055083
WNG554,Winchester,TN,162.525,35.0875,-86.111667,1000,NORMAL,001071|001083|001089|047003|047031|047051|047061|047103|047127
WNG555,Meade,KS,162.425,37.286083,-100.399528,1080,NORMAL,020025|020057|020069|020081|020119|020175|040007
WNG556,Moab,UT,162.475,38.528889,-109.323611,300,NORMAL,049015|049019|049037
WNG557,Faith,SD,162.475,45.053889,-102.263056,1000,NORMAL,046093|046105|046137|246093
WNG558,White River,SD,162.550,43.576389,-100.743333,1000,NORMAL,046075|046095|046121
WNG559,Fossil,OR,162.550,44.960111,-119.951722,270,NORMAL,041021|041069
WNG560,John Day,OR,162.500,44.293889,-119.042222,300,NORMAL,041023
WNG561,Plainview,TX,162.450,34.220556,-101.715833,1000,NORMAL,048045|048069|048153|048189|048279|048437
WNG562,Seminole,TX,162.425,32.707222,-102.624861,1000,NORMAL,035025|048003|048115|048165|048317|048445|048501
WNG563,Cody,WY,162.400,44.587222,-108.852222,300,NORMAL,030009|056003|056029
WNG564,Black River Falls,WI,162.500,44.375,-90.8419,300,NORMAL,055019|055035|055053|055081|055121|055141
WNG565,Rhinelander,WI,162.400,45.726111,-89.415,1000,NORMAL,055041|055067|055069|055085|055099|055125
WNG567,Broadus,MT,162.425,45.475278,-105.498889,300,NORMAL,030011|030017|030075
WNG568,Worland,WY,162.525,44.195556,-107.511944,300,NORMAL,056003|056043
WNG569,Afton,WY,162.475,42.8508,-110.9808,300,NORMAL,056023
WNG570,Horse Cave,KY,162.500,37.17643,-85.923565,1000,NORMAL,021001|021009|021045|021061|021085|021087|021099|021123|021169
WNG571,Glendo,WY,162.450,42.346111,-105.035278,1000,NORMAL,056009|056015|056027|056031
WNG572,Petoskey,MI,162.475,45.5694,-85.0406,300,OUT OF SERVICE,026031|026047
WNG573,Thermopolis,WY,162.500,43.437222,-107.997222,300,NORMAL,056013|056017
WNG574,Gloucester Marine,MA,162.425,42.62563,-70.64654,100,NORMAL,025009
WNG575,Pack Monadnock,NH,162.525,42.861111,-71.879167,300,NORMAL,025009|025017|025027|033005|033011|033013|033015|033019|050025
WNG576,Newberry,MI,162.450,46.319167,-85.537222,300,NORMAL,026003|026033|026095|026097
WNG577,Ladysmith,WI,162.550,45.555833,-90.965028,1020,NORMAL,055005|055017|055099|055107|055113|055119|055129
WNG578,Superior,NE,162.525,40.1256,-98.0678,1000,NORMAL,020089|020157|031001|031035|031059|031129|031169|031181
WNG579,Walsenburg,CO,162.450,37.641389,-104.773056,300,NORMAL,008027|008055|008071|008101
WNG581,Steele,ND,162.400,46.665278,-99.758333,300,NORMAL,038015|038029|038043|038047|038093
WNG582,Sandusky,MI,162.450,43.4106,-82.8064,300,NORMAL,026063|026087|026147|026151|026157
WNG583,Lake Bronson,MN,162.525,48.717267,-96.605401,344,NORMAL,027069|027135
WNG584,Avalon,CA,162.525,33.343278,-118.321667,146,NORMAL,006037
WNG586,Henderson,NC,162.500,36.310278,-78.501111,300,NORMAL,037069|037077|037145|037181|037185|051025|051117
WNG588,Mount Jefferson,NC,162.500,36.4032,-81.4638,300,NORMAL,037003|037005|037009|037027|037035|037059|037097|037171|037189|037193|037197|047091|051077|051191
WNG589,Altoona,PA,162.425,40.568181,-78.440874,300,NORMAL,042009|042013|042021|042061
WNG591,Coudersport,PA,162.500,41.75969,-77.876011,500,NORMAL,042083|042105
WNG592,San Simeon,CA,162.525,35.685111,-121.167222,128,NORMAL,006079
WNG594,Manti,UT,162.425,39.321944,-111.770833,150,NORMAL,049023|049039|049041
WNG595,Conway Summit,CA,162.525,38.088333,-119.176944,300,NORMAL,006051
WNG596,Cape Blanco,OR,162.425,42.73933,-124.51033,150,NORMAL,041015
WNG597,Ellerbe,NC,162.400,35.12013,-79.71078,300,NORMAL,037007|037093|037123|037125|037151|037153|037165|037167|045025|045069
WNG600,D'Hanis,TX,162.525,29.320833,-99.331944,300,NORMAL,048163|048325|048463
WNG601,Rio Grande City,TX,162.425,26.405,-98.776111,600,NORMAL,048427|048505
WNG604,Davis Peak,WA,162.525,45.9933,-122.5964,85,NORMAL,041009|053011|053015
WNG605,Burley,ID,162.475,42.361389,-113.455556,100,NORMAL,016013|016031|016053|016063|016067|016077
WNG606,Oneonta,AL,162.425,33.985861,-86.459972,315,NORMAL,001009|001043|001055|001073|001115|001127
WNG607,Greenville,AL,162.425,31.877222,-86.728333,300,NORMAL,001001|001013|001035|001041|001047|001085|001099|001101|001131
WNG608,Cassville,MO,162.500,36.671861,-93.896639,1000,NORMAL,029009|029109|029119|029145
WNG609,Riviera,TX,162.525,27.292222,-97.8075,1030,NORMAL,048047|048249|048261|048273
WNG610,Waubun,MN,162.450,47.180256,-95.778167,302,NORMAL,027005|027057|027087|027107
WNG627,Aiken,SC,162.450,33.5717,-81.6969,300,NORMAL,013073|013245|045003|045011|045037
WNG628,Georgetown,SC,162.500,33.444949,-79.300595,300,NORMAL,045043|045089
WNG629,Spencer,TN,162.450,35.748917,-85.46725,1050,NORMAL,047007|047035|047041|047061|047115|047141|047153|047175|047177|047185
WNG630,Finland,MN,162.425,47.456389,-91.231667,300,NORMAL,027075
WNG631,Lafayette,TN,162.525,36.432222,-85.883611,1000,NORMAL,021003|021171|047027|047087|047111|047159|047165|047169|047189
WNG632,Oktaha,OK,162.525,35.603556,-95.499306,346,NORMAL,040021|040061|040091|040101|040111|040121|040135|040145
WNG633,Sneads,FL,162.425,30.639167,-84.979722,1000,NORMAL,001069|012013|012039|012063|012077|013087|013099|013201|013253
WNG634,Pahrump,NV,162.400,35.965,-115.500833,100,NORMAL,006027|006071|032003|032009|032017|032023|132003|332003|432003|532003|632003|832003
WNG635,Selma,AL,162.450,32.5256,-86.9828,1000,NORMAL,001001|001007|001013|001021|001047|001085|001105|001131
WNG636,Cisco,TX,162.500,32.3514,-99.018333,1090,NORMAL,048049|048059|048093|048133|048417|048429
WNG637,San Diego Marine,CA,162.425,32.840056,-117.253028,60,NORMAL,006073
WNG638,Dillon,MT,162.475,44.9444,-112.734722,140,NORMAL,030001
WNG639,Cherokee Village,AR,162.475,36.259472,-91.693417,313,NORMAL,005049|005065|005135
WNG640,Leakesville,MS,162.425,31.176667,-88.597222,1000,NORMAL,001097|001129|028035|028039|028041|028059|028067|028111|028131|028153
WNG641,Seguin,TX,162.475,29.65475,-97.82425,1010,NORMAL,048055|048091|048187|048209
WNG642,Arab,AL,162.525,34.3444,-86.4389,300,NORMAL,001043|001049|001071|001089|001095
WNG643,Marvell,AR,162.525,34.6225,-90.979056,1070,NORMAL,005107
WNG644,Bartlesville,OK,162.425,36.756111,-95.8475,1000,NORMAL,020019|020099|020125|040035|040097|040105|040113|040117|040131|040143|040147
WNG645,Albion,NE,162.500,41.622528,-98.119472,297,NORMAL,031011|031077|031125|031141|031183
WNG646,Brewton,AL,162.475,31.264722,-87.125833,1000,NORMAL,001035|001039|001053|001099|012033|012091|012113
WNG647,Adrian / Petersburg,MI,162.450,41.903056,-83.986944,300,NORMAL,026059|026075|026091|026115|026161|039051|039069|039095|039171
WNG648,Crocker,MO,162.500,37.9522,-92.03,1000,NORMAL,029161|029169
WNG649,Milano,TX,162.525,30.72573,-96.808611,300,NORMAL,048027|048041|048051|048145|048287|048331|048395|048491
WNG650,Center,TX,162.525,31.726389,-94.257778,300,NORMAL,048347|048365|048401|048403|048405|048419
WNG651,Mineral Wells,TX,162.525,32.855,-98.087222,300,NORMAL,048143|048221|048237|048363|048367|048429|048439|048497|048503
WNG652,El Paso Spanish,TX,162.550,31.765556,-106.4775,125,NORMAL,035013|035035|048141|048229
WNG653,Marietta,TX,162.525,33.196944,-94.474722,300,NORMAL,048067
WNG654,Stillwater,OK,162.500,36.118083,-97.002,1070,NORMAL,040037|040081|040083|040103|040117|040119
WNG655,Contra Costa County,CA,162.425,37.8814,-121.915556,100,NORMAL,006001|006013
WNG656,Fort Ransom,ND,162.525,46.523687,-97.956331,1000,NORMAL,038003|038031|038069|038077|038081|038093
WNG657,Summerfield,TX,162.500,34.738611,-102.511667,1000,NORMAL,035009|048017|048069|048117|048279|048359|048369|048381
WNG658,Scranton,ND,162.525,46.1825,-103.048889,1000,NORMAL,038001|038011|038041|038087|046063|046105
WNG659,El Paso Mtns.,CA,162.425,35.4775,-117.700278,300,NORMAL,006027|006029|006037|006071
WNG660,Gillette,WY,162.500,44.243056,-105.538611,1000,NORMAL,056011|056045|256005|556005|856005
WNG661,Newcastle,WY,162.475,43.8325,-104.218889,300,NORMAL,046033|046047|056027|056045
WNG662,Kaycee,WY,162.550,43.719909,-106.651011,300,NORMAL,056019
WNG663,Princeton,FL,162.425,25.537583,-80.403639,376,NORMAL,012086|012087
WNG664,Springfield,CO,162.400,37.41,-102.626944,1000,NORMAL,008009|008011|008071|008099
WNG666,Iowa Falls,IA,162.525,42.505,-93.263167,301,NORMAL,019023|019069|019075|019079|019083|019197
WNG667,Grant Village,WY,162.450,44.3811,-110.5453,300,NORMAL,030067|056029|056039
WNG668,Denison,IA,162.550,42.0458,-95.319889,300,NORMAL,019027|019047|019093|019133|019161|019165
WNG669,Castle Dale,UT,162.500,39.21,-111.1425,100,NORMAL,049007|049015|049017|049041|049055
WNG670,Winnett,MT,162.400,46.990833,-108.333889,300,NORMAL,030033|030069|430033
WNG671,Castleton,VT,162.500,43.658889,-73.106944,300,NORMAL,036031|050001|050003|050021
WNG672,Wolf Lake,MI,162.425,43.980556,-85.843333,1000,NORMAL,026085|026101|026105|026107|026123|026127|026133|026165
WNG673,Long Prairie,MN,162.525,45.9964,-94.89825,1020,NORMAL,027021|027035|027041|027097|027111|027121|027145|027153|027159
WNG674,Florence,OR,162.500,44.124278,-124.013056,116,NORMAL,041039|041041
WNG675,Bethel,AK,162.550,60.785455,-161.839479,1000,NORMAL,002050
WNG676,Clearwater,MN,162.500,45.348472,-93.908778,1000,NORMAL,027003|027009|027019|027053|027059|027085|027093|027095|027141|027145|027171|127053|327053|427053|527053|627053|827053
WNG678,Pine City,MN,162.425,45.8411,-92.9825,1000,NORMAL,027001|027003|027025|027059|027065|027095|027115|055013|055095|827001
WNG679,Pinedale,WY,162.500,42.844444,-109.924167,300,NORMAL,056035
WNG680,Fergus Falls,MN,162.500,46.259111,-95.980944,1010,NORMAL,027005|027027|027051|027111|027167
WNG681,Dillingham,AK,162.500,59.0422,-158.455,5,NORMAL,002070
WNG682,Livingston,MT,162.525,45.6739,-110.5675,100,NORMAL,030067|030097
WNG683,Marenisco,MI,162.550,46.3775,-89.7075,300,NORMAL,026053|026131|055051|055125
WNG684,Manistique,MI,162.525,46.109722,-86.236667,300,NORMAL,026003|026153
WNG685,Norwood,MN,162.425,44.788889,-93.906889,326,NORMAL,027019|027053|027079|027085|027093|027103|027129|027139|027143|027171|127053|327053|427053|527053|627053|827053
WNG686,Elk Plaza,WY,162.425,44.9864,-110.7156,300,NORMAL,030067|056029|056039
WNG687,Monticello,UT,162.450,37.839722,-109.460556,300,NORMAL,008033|008083|008113|049037
WNG688,Ringsted,IA,162.475,43.3417,-94.460583,301,NORMAL,019063|019081|019091|019109|019147|019189|027043|027091
WNG689,Hebron,IN,162.450,41.3536,-87.1853,300,NORMAL,018073|018089|018091|018111|018127|018131|018149
WNG692,Carrizo Springs,TX,162.550,28.5331,-99.881389,500,NORMAL,048127|048323|048507
WNG694,Springdale,AR,162.400,36.179444,-94.086111,300,NORMAL,005007|005015|005087|005143|029009|029119
WNG695,Pecos,TX,162.450,31.200611,-103.353444,1030,NORMAL,048243|048301|048371|048389|048475|048495
WNG696,Three Rivers,TX,162.450,28.335,-98.171389,1000,NORMAL,048025|048297|048311
WNG697,Mt Hebo,OR,162.525,45.207889,-123.760111,110,NORMAL,041041|041057
WNG698,Grafton,OH,162.500,41.271472,-82.022611,300,NORMAL,039005|039035|039043|039093|039103
WNG700,Jackpot,NV,162.500,41.783611,-114.840278,100,NORMAL,032007
WNG701,Bad Axe,MI,162.525,43.794167,-83.001944,100,NORMAL,026001|026011|026063|026069|026151|026157
WNG702,Fulda,MN,162.425,43.877583,-95.6069,311,NORMAL,027101|027105
WNG703,Nogales,AZ,162.500,31.338194,-110.953111,104,NORMAL,004023
WNG704,Hibernia Park,PA,162.425,40.0239,-75.8128,790,NORMAL,010003|024015|042011|042029|042071|042075|042091
WNG705,Honesdale,PA,162.450,41.572222,-75.191111,300,NORMAL,036025|036071|042069|042079|042089|042103|042115|042127
WNG706,Garner,NC,162.450,35.6747,-78.5275,1000,NORMAL,037063|037069|037085|037101|037127|037183|037191|037195
WNG707,Kensington,MN,162.400,45.831778,-95.721111,314,NORMAL,027011|027041|027051|027121|027149|027155
WNG710,Pago Pago,AS,162.400,-14.330556,-170.714167,300,NORMAL,060010|060020|060050
WNG711,Olivia,MN,162.400,44.776111,-94.981944,300,NORMAL,027015|027023|027067|027127|027129|027173
WNG712,Coachella / Spanish,CA,162.525,33.654889,-115.990222,96,NORMAL,006025|006065
WNG713,Miami,TX,162.450,35.626389,-100.550278,1000,NORMAL,040009|040129|048179|048211|048295|048357|048393|048483
WNG714,Sand Point,AK,162.550,55.349444,-160.4731,300,NORMAL,002013
WNG716,Marmot Island,AK,162.500,58.235833,-151.820833,5,NORMAL,002150
WNG718,Sitkinak Dome,AK,162.450,56.559444,-154.182222,5,NORMAL,002150
WNG719,Forsyth,MT,162.525,46.3308,-106.7108,100,NORMAL,030017|030087|030103
WNG720,Ukiah,CA,162.525,39.326667,-123.270833,300,NORMAL,006033|006045
WNG722,Throckmorton,TX,162.425,33.158611,-99.175,1000,NORMAL,048009|048017|048023|048207|048275|048417|048447|048503
WNG723,Dubois,WY,162.450,43.499722,-109.6881,300,NORMAL,056013
WNG724,Hardin,MT,162.450,45.745,-107.533889,100,NORMAL,030003
WNG725,El Dorado,AR,162.525,33.128333,-92.469278,1050,NORMAL,005003|005011|005013|005027|005103|005139|022027
WNG727,Irvine,KY,162.475,37.7275,-83.944444,500,NORMAL,021065
WNG728,Hawk Point,MO,162.425,38.979444,-91.131111,1000,NORMAL,029007|029071|029073|029113|029139|029163|029183|029219
WNG730,Ottumwa,IA,162.500,41.024139,-92.482306,302,NORMAL,019051|019107|019123|019135|019179
WNG731,Owyhee,NV,162.450,41.950833,-116.098333,80,DEGRADED,032007
WNG732,La Follette,TN,162.450,36.1981,-84.2308,250,NORMAL,047001|047013|047025|047129|047145|047151|047173
WNG734,Marietta,OH,162.400,39.435194,-81.453528,308,NORMAL,039111|039121|039167|054073|054095|054107
WNG735,New Philadelphia,OH,162.425,40.435333,-81.507306,304,NORMAL,039019|039031|039059|039067|039075|039151|039157|039169
WNG736,Washington DC,MD,162.450,38.993013,-77.030766,300,NORMAL,011001|024003|024017|024027|024031|024033|051013|051059|051107
WNG737,Dillon,CO,162.400,39.616803,-106.110006,300,NORMAL,008117
WSM60,Dresden,ME,162.475,44.122778,-69.680556,300,NORMAL,023001|023011|023013|023015|023023|023027
