callsign,site,state,freq_mhz,lat,lon,power_w,status,same
KEC83,Baltimore,MD,162.400,39.386349,-76.730772,1000,NORMAL,011001|024003|024005|024009|024013|024021|024025|024027|024029|024031|024033|024035|024041|024510|042001|042133
KEC84,New Bern,NC,162.400,35.1344,-77.0631,1000,NORMAL,037013|037031|037049|037061|037079|037095|037103|037107|037117|037133|037137|037147
KEC85,Savannah,SC,162.400,32.3289,-80.9378,1000,NORMAL,013029|013031|013051|013103|013179|045013|045053
KEC86,Pensacola,FL,162.400,30.588611,-87.070556,1000,OUT OF SERVICE,001003|001053|012033|012091|012113
KEC91,Astoria,WA,162.400,46.4214,-123.796056,297,NORMAL,041007|041009|053027|053049|053069
KEC92,Salisbury,DE,162.475,38.504444,-75.643056,1000,NORMAL,010005|024009|024011|024019|024035|024037|024039|024041|024045|024047|051001
KEC93,Ellsworth,ME,162.400,44.545833,-68.511944,1000,NORMAL,023009|023019|023027|023029
KEC94,Phoenix,AZ,162.550,33.332778,-112.066944,347,NORMAL,004013|004021
KEC95,Aynor,SC,162.400,33.950722,-79.108459,1000,NORMAL,037019|037047|045033|045041|045043|045051|045067|045089
KGG67,Panama City,FL,162.550,30.1472,-85.7128,1000,NORMAL,012005|012013|012045|012059|012131|012133
KGG68,Tomball,TX,162.400,30.0964,-95.6564,1000,NORMAL,048039|048071|048157|048167|048201|048291|048339|048473
KGG86,Fountain Hill,AR,162.475,33.3894,-91.853889,1000,NORMAL,005003|005011|005013|005017|005025|005041|005043|005139|022061|022067|022111|022123
KGG94,Poplar,MT,162.425,48.290556,-105.251944,300,NORMAL,030055|030083|030085|230083|330055
KGG95,Winona,WI,162.425,44.0739,-91.5775,300,NORMAL,027169|055011|055063|055121
KGG97,Bozeman,MT,162.500,45.679722,-111.041667,100,NORMAL,030031
KGG98,Halls Summit,KS,162.425,38.335,-95.6744,1110,NORMAL,020001|020003|020017|020031|020045|020059|020073|020111|020139|020207
KGG99,Lexington,NE,162.425,40.695028,-99.817389,405,NORMAL,031047|031063|031073|031137
KHA35,Orangeburg,SC,162.525,33.543083,-80.824229,300,NORMAL,045009|045017|045027|045035|045075|045079|045085
KHA46,Vale,TN,162.450,36.137194,-88.261,1000,NORMAL,021035|047005|047017|047079|047083|047085|047161|047183
KHA47,Baraboo,WI,162.450,43.427778,-89.653889,300,NORMAL,055001|055021|055025|055049|055057|055077|055103|055111|055123
KHA53,Rochester,NY,162.400,43.036111,-77.423333,500,NORMAL,036011|036037|036051|036055|036069|036073|036099|036117|036121|036123
KHA55,Oshkosh,NE,162.525,41.340278,-102.399167,1000,NORMAL,031049|031069|031101
KHA99,Muenster,TX,162.425,33.64997,-97.339722,300,NORMAL,040019|040067|040085|048097|048121|048181|048337|048497
KHB29,Charleston,SC,162.550,32.9244,-79.699444,1000,NORMAL,045015|045019|045027|045029|045035|045043|045075|045089
KHB30,Burns Butte,OR,162.475,43.572639,-119.131528,130,NORMAL,041025
KHB31,Winnabow,NC,162.550,34.1316,-78.187778,1000,NORMAL,037017|037019|037047|037129|037141
KHB32,Tampa Bay,FL,162.550,27.842533,-82.262472,1000,NORMAL,012049|012057|012081|012101|012103|012105
KHB33,Pharr,TX,162.400,26.211222,-98.18875,1000,NORMAL,048061|048215|048427|048489
KHB34,Miami,FL,162.550,25.967861,-80.209333,1100,NORMAL,012011|012086
KHB35,Boston,MA,162.475,42.211928,-71.113649,1000,NORMAL,025005|025009|025017|025021|025023|025025
KHB36,Manassas,VA,162.550,38.628722,-77.438833,1010,NORMAL,011001|024009|024017|024021|024031|024033|024037|051013|051043|051047|051059|051061|051099|051107|051113|051137|051139|051153|051157|051177|051179|051187|051510|051600|051610|051630|051683|051685
KHB37,Norfolk,VA,162.550,36.815556,-76.466667,1000,NORMAL,037015|037029|037041|037053|037073|037091|037131|037139|037143|051001|051073|051093|051095|051115|051131|051175|051181|051183|051199|051550|051620|051650|051700|051710|051735|051740|051800|051810|051830
KHB38,Atlantic City,NJ,162.400,39.37895,-74.447744,1000,NORMAL,034001|034005|034009|034011|034029
KHB39,Jacksonville,FL,162.550,30.2761,-81.5647,1000,NORMAL,012003|012019|012031|012089|012109|013039|013049
KHB40,Galveston,TX,162.550,29.293528,-94.833472,1000,NORMAL,048039|048071|048157|048167|048201
KHB41,Rockport,TX,162.550,28.00513,-97.09667,1250,NORMAL,048007|048025|048249|048273|048297|048355|048391|048409
KHB42,Lake Charles,LA,162.400,30.221222,-93.3114,1000,NORMAL,022003|022011|022019|022023|022053
KHB43,New Orleans,LA,162.550,29.95287,-90.06717,1000,NORMAL,022051|022057|022071|022075|022087|022089|022093|022095|022103|022105
KHB46,Baton Rouge,LA,162.400,30.44325,-91.18197,1000,NORMAL,022005|022033|022037|022047|022063|022077|022091|022105|022121|022125|028157
KHB47,New London,CT,162.550,41.440833,-72.141389,500,NORMAL,009003|009007|009011|009013|009015|036103|044009
KHB49,San Francisco,CA,162.400,37.450556,-122.338333,300,NORMAL,006001|006013|006041|006055|006075|006081|006085|006087|006097|106097|206097|306097|406097|606097|706097|906097
KHB52,Richmond,IN,162.500,39.8283,-84.8975,300,NORMAL,018031|018041|018047|018065|018135|018139|018161|018177|039017|039037|039113|039135
KHB53,Jordan,MT,162.500,47.306111,-106.914444,300,NORMAL,030033|030055|230033|430033|730055|930033
KHB54,Milo,ME,162.550,45.247591,-69.01068,1000,NORMAL,023019|023021|023025
KHB55,Frenchville,ME,162.475,47.286944,-68.314167,300,NORMAL,023003
KHB59,Cleveland,OH,162.550,41.522778,-81.328611,750,NORMAL,039007|039035|039043|039055|039077|039085|039093|039103|039133|039153
KHB60,Seattle,WA,162.550,47.5436,-122.108694,102,NORMAL,053033|053035|053045|053053|053061
KHB97,Sandusky,OH,162.400,41.238611,-82.837694,1000,NORMAL,039005|039033|039043|039063|039077|039093|039123|039139|039143|039147|039173|039175
KHC26,Circle,MT,162.550,47.276944,-105.391667,300,NORMAL,030021|030055|430021|930055
KHC27,Rock Hill,SC,162.425,34.839722,-81.018333,1000,NORMAL,037045|037119|037179|045021|045023|045039|045057|045087|045091
KHC28,Kirksey,SC,162.425,33.9975,-82.051944,1000,NORMAL,013073|013105|013181|045001|045037|045047|045059|045065|045071|045081
KHC29,Barnwell,SC,162.500,33.187679,-81.397073,1000,NORMAL,013033|013251|045003|045005|045009|045011|045049|045075
KHC47,Meddybemps,ME,162.425,45.028889,-67.322778,300,NORMAL,023029
KHC49,Norwich,NY,162.525,42.511389,-75.468056,300,NORMAL,036007|036017|036023|036025|036053|036077
KID77,Kansas City,MO,162.550,39.0905,-94.472,1000,NORMAL,020045|020091|020103|020121|020209|029037|029047|029095|029101|029107|029165|029177
KIG60,Burlington,VT,162.400,44.526667,-72.815833,500,NORMAL,036019|036031|036033|050001|050007|050011|050013|050015|050023
KIG64,Duluth,MN,162.550,46.786944,-92.114444,1000,NORMAL,027017|027075|027115|055007|055031|727137|927137
KIG65,Green Bay,WI,162.550,44.409722,-88.001389,1000,NORMAL,055009|055015|055029|055061|055071|055075|055078|055083|055087|055115|055139
KIG66,Marquette,MI,162.550,46.514167,-87.481667,1000,NORMAL,026003|026013|026041|026043|026071|026103|026109|026153
KIG74,Sault Ste Marie,MI,162.550,46.377042,-84.425094,1000,NORMAL,026033|026097
KIG75,Yakima,WA,162.550,46.6405,-120.39725,300,NORMAL,053037|053077
KIG76,Evansville,IN,162.550,38.18,-87.486944,1000,NORMAL,017047|017185|017193|018037|018051|018123|018125|018129|018147|018163|018173|021101|021225
KIG77,Cape Hatteras,NC,162.475,35.2458,-75.5339,1000,NORMAL,037015|037055|037095|037177|037187
KIG78,Coachella,CA,162.400,33.654889,-115.990222,104,NORMAL,006025|006065
KIG79,Nashville,TN,162.550,36.164083,-86.78475,1020,NORMAL,047021|047037|047043|047111|047119|047125|047147|047149|047159|047165|047169|047187|047189
KIG83,Alpena,MI,162.550,45.062833,-83.717306,800,NORMAL,026001|026007|026119|026135|026141
KIG86,Columbus,OH,162.550,39.9631,-82.9994,1000,NORMAL,039021|039023|039041|039045|039047|039049|039057|039073|039083|039089|039097|039101|039117|039119|039127|039129|039159
KIG98,Portland,OR,162.550,45.131167,-122.291472,330,NORMAL,041005|041009|041051|041067|053011|053015|053059
KIH20,Huntsville,AL,162.400,34.737778,-86.533889,1000,NORMAL,001043|001071|001079|001083|001089|001095|001103|047055|047103
KIH21,Gulfport,MS,162.400,30.38433,-89.09583,1000,NORMAL,028039|028045|028047|028059|028109|028131
KIH22,Traverse City,MI,162.400,44.760442,-85.682994,300,NORMAL,026009|026019|026029|026055|026079|026089|026101|026113|026165
KIH23,Morgan City,LA,162.475,29.75436,-91.17377,1000,NORMAL,022005|022007|022045|022047|022057|022093|022099|022101|022109
KIH24,Tallahassee,FL,162.400,30.566667,-84.043889,1000,NORMAL,012037|012039|012065|012073|012077|012079|012123|012129|013027|013087|013131|013275
KIH26,Daytona Beach,FL,162.400,29.1737,-81.157,1000,NORMAL,012009|012035|012069|012095|012107|012117|012127
KIH27,Tulsa,OK,162.550,36.021083,-95.656278,600,NORMAL,040021|040037|040097|040101|040111|040113|040117|040131|040143|040145|040147
KIH28,Philadelphia,PA,162.475,39.9517,-75.160833,1000,NORMAL,010003|024015|034005|034007|034011|034015|034019|034021|034025|034033|042017|042029|042045|042091|042101
KIH29,Flint,MI,162.475,43.216944,-83.721389,1000,NORMAL,026017|026049|026063|026087|026093|026111|026125|026145|026155|026157
KIH30,Point Arena,CA,162.550,39.022222,-123.521389,300,NORMAL,006045|006097|106097|306097|406097|606097|706097|906097
KIH31,San Luis Obispo,CA,162.550,35.360694,-120.656972,365,NORMAL,006079
KIH32,Coos Bay,OR,162.400,43.390556,-124.131458,300,NORMAL,041011
KIH33,Newport,OR,162.550,44.756111,-124.049722,500,NORMAL,041039|041041
KIH34,Santa Barbara,CA,162.400,34.525,-119.9589,369,NORMAL,006083|006111
KIH35,Pittsburgh,PA,162.550,40.446556,-79.963806,1010,NORMAL,039029|042003|042005|042007|042019|042051|042059|042063|042073|042125|042129|054009|054029|054051|054069
KIH36,Neah Bay,WA,162.550,48.370694,-124.673028,303,NORMAL,053009|053031
KIH37,Brookings,OR,162.550,42.1264,-124.2272,500,NORMAL,006015|041015
KIH38,Jackson,MS,162.400,32.1917,-90.406278,1000,NORMAL,022065|022107|028021|028029|028049|028055|028063|028077|028079|028085|028089|028121|028123|028127|028129|028149|028163
KIH39,Ashland,KY,162.550,38.461917,-82.619833,1090,NORMAL,021019|021043|021063|021089|021115|021127|021135|021159|039053|039079|039087|039145|054011|054043|054053|054079|054099
KIH40,Hazard,KY,162.475,37.192919,-83.1878,1000,NORMAL,021013|021025|021051|021071|021095|021109|021119|021121|021129|021131|021133|021153|021175|021189|021193|021195|021237
KIH41,Lexington,KY,162.400,37.879203,-84.325499,1000,NORMAL,021005|021011|021017|021021|021049|021065|021067|021069|021073|021079|021097|021113|021151|021165|021167|021173|021181|021197|021201|021205|021209|021239
KIH42,Covington,KY,162.550,39.030556,-84.506389,1000,NORMAL,018029|018041|018047|018115|018137|018155|018161|021015|021023|021037|021041|021077|021081|021117|021161|021187|021191|021201|039015|039017|039025|039027|039061|039071|039165
KIH43,New Albany,IN,162.475,38.367084,-85.831639,1000,NORMAL,018019|018025|018037|018043|018061|018077|018117|018143|018175|021029|021093|021103|021111|021123|021163|021179|021185|021211|021215|021223|021229
KIH43A,Elizabethtown,KY,162.550,37.68201,-85.84203,300,NORMAL,021093
KIH44,Somerset,KY,162.550,37.167433,-84.824444,1000,NORMAL,021001|021045|021053|021057|021087|021099|021121|021125|021137|021147|021155|021169|021171|021199|021203|021207|021217|021229|021231|021235
KIH45,Bowling Green,KY,162.400,37.08963,-86.634822,1000,NORMAL,021001|021003|021009|021031|021053|021057|021061|021085|021087|021099|021123|021141|021169|021171|021177|021183|021207|021213|021219|021227
KIH46,Mayfield,KY,162.475,36.6925,-88.536111,1000,NORMAL,017127|017151|021007|021035|021039|021055|021075|021083|021105|021139|021143|021145|021157|021221|029133|047079|047131|047183
KIH47,Hattiesburg,MS,162.475,31.4395,-89.640556,1180,NORMAL,028031|028035|028041|028065|028067|028073|028077|028091|028109|028111|028127|028129|028147|028153
KIH48,Bude,MS,162.550,31.372917,-90.751417,1000,NORMAL,022029|022091|022105|028001|028005|028029|028037|028063|028077|028085|028113|028157
KIH49,Meridian,MS,162.550,32.1386,-89.093694,1000,NORMAL,001023|001119|028023|028031|028061|028067|028069|028075|028099|028101|028123|028129|028153
KIH50,Inverness,MS,162.425,33.376306,-90.542278,1045,NORMAL,005017|022035|022123|028011|028015|028043|028051|028053|028055|028083|028125|028133|028135|028151|028163
KIH51,Ackerman,MS,162.475,33.353944,-89.15,1000,NORMAL,028007|028013|028015|028017|028019|028025|028043|028083|028087|028095|028097|028103|028105|028155|028159|028161
KIH52,Oxford,MS,162.550,34.2908,-89.706056,900,NORMAL,028009|028013|028017|028027|028033|028043|028071|028093|028107|028115|028119|028135|028137|028143|028145|028161
KIH53,Booneville,MS,162.400,34.709472,-88.843556,1060,NORMAL,028003|028009|028057|028081|028115|028117|028139|028141|028145|047069|047071|047109
KIH54,Birmingham,AL,162.550,33.489083,-86.799306,1020,NORMAL,001007|001009|001021|001037|001073|001115|001117|001125|001127
KIH55,Montgomery,AL,162.400,32.381944,-86.292583,911,NORMAL,001001|001011|001013|001021|001037|001041|001047|001051|001085|001087|001101|001109|001123|001131
KIH56,Louisville,AL,162.475,31.718056,-85.434139,1000,NORMAL,001005|001011|001031|001041|001045|001061|001067|001109|001113|013239
KIH57,Florence,AL,162.475,34.5839,-87.7872,1000,NORMAL,001033|001059|001077|001079|001093|028057
KIH58,Anniston,AL,162.475,33.485139,-85.808889,299,NORMAL,001015|001017|001019|001027|001029|001037|001055|001073|001111|001115|001117|001121|001123|013045
KIH59,Dozier,AL,162.550,31.554444,-86.392222,1000,NORMAL,001013|001031|001035|001039|001041|001053|001061|001085|001101|001109|012091|012113|012131
KIH60,Tuscaloosa,AL,162.400,33.214167,-87.489972,1000,NORMAL,001007|001057|001063|001065|001073|001107|001125|028087|028103
KIH61,Omaha,NE,162.400,41.257722,-96.009333,991,NORMAL,019085|019129|019155|031021|031025|031053|031055|031131|031153|031155|031177
KIH62,Fresno,CA,162.400,36.74569,-119.283556,300,NORMAL,006019|006029|006031|006039|006043|006047|006107
KIH63,Orlando,FL,162.475,28.5943,-81.4199,1000,NORMAL,012009|012069|012095|012097|012105|012117|012127
KJY57,Driggs,ID,162.450,43.706667,-111.344444,100,NORMAL,016019|016033|016043|016051|016065|016081
KJY60,Coalville/ Park City,UT,162.475,40.854444,-111.481111,100,NORMAL,049029|049043
KJY61,Escalante,UT,162.425,37.756389,-111.874722,75,NORMAL,049017
KJY62,Michigan City,IN,162.500,41.660833,-86.751667,1000,NORMAL,018049|018091|018099|018127|018131|018141|018149|026021
KJY63,Forest City,IA,162.500,43.262222,-93.638583,302,NORMAL,019033|019069|019081|019109|019189|019195|019197|027043|027047
KJY64,Delaware,IA,162.450,42.479722,-91.346111,300,NORMAL,019019|019043|019055|019061|019065|019105|019113
KJY68,Chillicothe,OH,162.500,39.329444,-82.802222,300,NORMAL,039045|039047|039073|039079|039129|039131|039141|039163
KJY69,Alpine,TX,162.550,30.319167,-103.617778,1000,NORMAL,048043|048243|048377
KJY73,Saint Paul Island,AK,162.525,57.12,-170.281111,5,OUT OF SERVICE,002016
KJY75,Kemmerer,WY,162.525,41.838611,-110.504722,300,NORMAL,056023
KJY76,Crystal Falls,MI,162.475,46.100833,-88.540278,1000,NORMAL,026071
KJY77,Antlers,OK,162.400,34.224944,-95.625167,323,NORMAL,040005|040013|040023|040127
KJY78,New Taiton,TX,162.450,29.313889,-96.334444,1000,NORMAL,048015|048089|048157|048239|048285|048321|048481
KJY79,Tabiona,UT,162.550,40.355278,-110.7994,300,NORMAL,049013|049047|049051
KJY80,Red Wing,MN,162.450,44.524056,-92.576444,359,NORMAL,027037|027049|027157|027163|055011|055091|055093|055109
KJY81,Canon City,CO,162.500,38.515278,-105.3075,300,NORMAL,008043
KJY82,Neosho,MO,162.450,36.879889,-94.4255,981,NORMAL,020021|029097|029119|029145|040115
KJY83,Carthage,MS,162.500,32.724556,-89.545583,1230,NORMAL,028007|028051|028079|028089|028099|028101|028121|028123
KJY84,Anton,CO,162.425,39.704672,-103.254062,300,NORMAL,008121
KJY85,Statesville,NC,162.525,35.7333,-80.88944,1000,NORMAL,037003|037025|037035|037057|037059|037071|037097|037109|037119|037159
KJY86,South Boston,VA,162.525,36.733056,-78.933889,1000,NORMAL,037033|037077|037145|051031|051037|051083|051111|051117|051143|051590
KJY87,Cold Bay,AK,162.425,55.2503,-162.763364,5,NORMAL,002013
KJY88,Perryton,TX,162.475,36.418194,-100.802028,320,NORMAL,040007|040139|048195|048295|048357|048393
KJY93,Muncie,IN,162.425,40.093611,-85.392222,1000,OUT OF SERVICE,018009|018035|018053|018065|018075|018095|018135
KJY94,Chickasha,OK,162.450,35.04675,-97.775722,345,NORMAL,040015|040017|040027|040031|040049|040051|040087|040137
KJY95,Wewoka,OK,162.550,35.095306,-96.545917,1030,NORMAL,040029|040063|040081|040107|040123|040125|040133
KJY96,Guymon,OK,162.500,36.764889,-101.209361,1070,NORMAL,040007|040025|040139|048195|048421
KJY97,Childress,TX,162.525,34.4389,-100.218722,1060,NORMAL,040055|040057|040065|048045|048075|048087|048101|048125|048129|048153|048155|048191|048197|048269|048275|048345
KJY99,Accomack,VA,162.525,37.8425,-75.571389,1000,NORMAL,024039|024047|051001|051131
KPS502,Mullen,NE,162.425,41.986389,-101.039722,1000,NORMAL,031031|031075|031091|031117|031171
KPS503,Glennallen,AK,162.550,62.103876,-146.174541,1000,NORMAL,002066|002170
KPS504,Nenana,AK,162.400,64.581944,-149.079444,300,NORMAL,002068|002240|002290
KPS505,Sumterville,FL,162.500,28.763889,-82.059722,1000,NORMAL,012017|012053|012069|012083|012119
KPS506,Washington,GA,162.500,33.721583,-82.722333,319,NORMAL,013317
KPS507,Glentana,MT,162.525,48.794444,-106.245556,60,NORMAL,030019|030105|230105|430019
KPS509,Salmon,ID,162.500,45.145278,-114.008333,100,NORMAL,016059
KPS511,Great Bend,KS,162.500,38.447944,-98.76925,1060,NORMAL,020009|020053|020145|020159|020165|020167|020185
KQC45,Bullhead City,NV,162.500,35.247222,-114.743333,200,NORMAL,004015|006071|032003|832003
KSC43,Gore Mtn.,NY,162.450,43.672778,-74.048889,300,NORMAL,036031|036035|036041|036091|036113|036115|050001|050021
KUT404,Aberdeen,MS,162.450,33.839167,-88.5739,300,NORMAL,001075|028017|028025|028057|028081|028087|028095|028115
KWL22,Malibu Marine,CA,162.425,34.0144,-118.812,300,NORMAL,006037
KWN30,Kotzebue,AK,162.550,66.8861,-162.613611,1000,DEGRADED,002188
KWN31,Cumby,TX,162.500,33.140405,-95.80875,1060,NORMAL,048085|048119|048147|048159|048223|048231|048257|048379|048397|048467|048499
KWN32,Gilmer,TX,162.425,32.727278,-94.917639,1060,NORMAL,048063|048067|048159|048183|048203|048315|048343|048449|048459|048499
KWN33,Stephenville,TX,162.450,32.12853,-98.303333,1090,NORMAL,048035|048049|048093|048133|048143|048193|048221|048333|048363|048425
KWN34,Palestine,TX,162.450,31.717806,-95.649667,1010,NORMAL,048001|048073|048161|048213|048225|048289|048349
KWN35,Morgantown,WV,162.475,39.6084,-79.9878,340,NORMAL,042051|042059|054033|054049|054061|054077|054091|054103
KWN36,Greggs Knob,WV,162.500,39.510611,-79.533139,329,NORMAL,024023|054001|054049|054061|054077|054091|054093
KWN37,Sweetwater,TX,162.425,32.346361,-100.352,335,NORMAL,048151|048253|048335|048353|048415|048441
KWN38,Morriston,FL,162.550,29.2844,-82.663889,1000,NORMAL,012017|012029|012075
KWN39,Jackson,WY,162.525,43.46306,-110.7633,300,NORMAL,056039
KWN40,Fort Morgan,CO,162.525,40.244425,-103.8978,300,NORMAL,008075|008087|008121
KWN41,Shubert,NE,162.500,40.219694,-95.665583,1000,NORMAL,020013|020043|020131|029005|029087|031097|031127|031131|031133|031147
KWN42,Rolla,ND,162.475,48.8475,-99.656389,300,NORMAL,038009|038049|038069|038079|038095
KWN43,Langdon,ND,162.500,48.754972,-98.361139,301,NORMAL,038019
KWN44,Cavalier,ND,162.450,48.733973,-97.750932,297,NORMAL,038067
KWN45,Willow City,ND,162.450,48.604167,-100.303056,300,NORMAL,038009|038049|038069|038079|038095
KWN46,Sheyenne,ND,162.525,47.775501,-99.146556,1000,NORMAL,038005|038027|038031|038039|038069|038073|038093|038103
KWN47,Storm Lake,IA,162.450,42.6497,-95.2119,301,NORMAL,019021|019035|019093|019151|019161
KWN48,Sanborn,IA,162.525,43.180917,-95.643139,302,NORMAL,019141|019143|019167
KWN49,Atoka,OK,162.500,34.376639,-96.109278,316,NORMAL,040005|040013|040029|040069|040123
KWN50,Ashburn,GA,162.450,31.639444,-83.749444,300,NORMAL,013081|013095|013177|013277|013287|013321
KWN51,Uvalde,TX,162.425,29.247028,-99.796111,1010,NORMAL,048463
KWN52,Lobelville,TN,162.525,35.7658,-87.8317,1020,NORMAL,047005|047039|047077|047081|047085|047101|047135|047181
KWN53,Centerville,TN,162.450,35.736639,-87.373806,308,NORMAL,047081|047101|047119
KWN54,Durango,CO,162.425,37.363889,-107.7825,300,NORMAL,008007|008067|035039|035045
KWN55,Jamestown,MO,162.425,38.750333,-92.559,1020,NORMAL,029019|029051|029053|029089|029135
KWN56,Steamboat Springs,CO,162.525,40.354444,-106.698889,300,NORMAL,008049|008057|008081|008107|008117
KWN59,Kirwin,KS,162.500,39.6036,-99.121667,1070,NORMAL,020137|020141|020147|020163|020183|031061|031083
KWN60,Lamar,CO,162.525,38.0381,-102.4297,1000,NORMAL,008009|008011|008061|008099
KWN62,Ord,NE,162.525,41.7144,-98.868778,230,NORMAL,031041|031071|031077|031093|031115|031163|031175|031183
KWO35,New York City,NY,162.550,40.748477,-73.9853,1000,OUT OF SERVICE,009001|034003|034013|034017|034019|034023|034025|034027|034031|034035|034037|034039|034041|036005|036047|036059|036061|036071|036079|036081|036085|036087|036103|036119
KWO37,Los Angeles,CA,162.550,34.268722,-118.237694,340,NORMAL,006037|006111
KWO39,Chicago,IL,162.550,41.878889,-87.636111,300,NORMAL,017031|017043|017097|018089|018127
KXI20,Chadron,NE,162.525,42.635,-103.103333,1000,NORMAL,031013|031045|031161|031165
KXI21,Yankton,NE,162.500,42.842056,-97.484611,1000,NORMAL,031027|031107|046009|046027|046067|046125|046135
KXI22,Brasstown Bald,GA,162.500,34.874167,-83.811944,100,NORMAL,013111|013187|013281|013291|013311|037043
KXI23,Greer,AZ,162.525,34.1119,-109.574553,300,NORMAL,004001|004005|004007|004017
KXI24,Safford,AZ,162.475,32.649444,-109.849167,80,NORMAL,004003|004009|004011|104003|304003|704003|904003
KXI25,Pickstown,SD,162.425,43.065,-98.4892,302,NORMAL,031015|031089|046023|046043|046053
KXI26,Hopkinsville,KY,162.450,36.879444,-87.504722,300,NORMAL,021047|021219|021221
KXI27,Forks,WA,162.425,47.749167,-124.177778,330,NORMAL,053009|053027|053031
KXI28,Sandersville,GA,162.450,32.981444,-82.80525,1020,NORMAL,013009|013107|013125|013141|013163|013167|013175|013283|013301|013303|013319
KXI29,Whittier,AK,162.475,60.7769,-148.69037,100,NORMAL,002063
KXI30,Wendover,UT,162.475,40.754444,-114.019444,100,NORMAL,032007|049003|049045
KXI31,Jeffers,MN,162.450,44.0567,-95.1956,1040,NORMAL,027015|027033|027063|027101|027105|027127|027165
KXI32,Appleton,MN,162.550,45.1675,-95.999722,1000,NORMAL,027011|027023|027067|027073|027121|027129|027149|027151|027173|046039|046051
KXI33,West Branch,MI,162.450,44.276972,-84.313278,1000,NORMAL,026011|026051|026069|026129|026143
KXI34,Rock Springs,WY,162.550,41.430556,-109.120278,300,NORMAL,049009|056037
KXI35,Alton,MO,162.500,36.6983,-91.4103,300,NORMAL,029091|029149|029203
KXI37,Rawlins,WY,162.425,41.6794,-107.2364,300,NORMAL,056007|056037
KXI38,West Plains,MO,162.525,36.6936,-91.8833,291,NORMAL,029067|029091|029149|029153
KXI39,New Ulm,MN,162.525,44.2772,-94.440778,1010,NORMAL,027013|027015|027033|027043|027063|027085|027091|027103|027127|027129|027143|027165
KXI41,Crystal Lake,IL,162.500,42.259444,-88.3625,300,NORMAL,017007|017031|017089|017097|017111|055059|055127
KXI42,Chester,IL,162.450,37.953139,-89.876639,315,NORMAL,017145|017157|029157|029186
KXI43,Grand Marais,MN,162.450,47.8664,-90.143889,300,NORMAL,027031
KXI44,Ely,MN,162.500,47.894444,-91.863333,300,NORMAL,027075|327137
KXI45,Gunflint Lake,MN,162.525,48.078333,-90.76,300,OUT OF SERVICE,027031|027075
KXI46,Shelbyville,IL,162.500,39.306111,-88.935556,300,NORMAL,017021|017049|017051|017139|017173
KXI47,Paris,IL,162.525,39.552222,-87.7,300,NORMAL,017023|017029|017041|017045|018167
KXI48,Newton,IL,162.450,38.964105,-88.2231,1000,NORMAL,017023|017025|017033|017035|017047|017049|017079|017101|017159|017191
KXI49,Salem,IL,162.475,38.5439,-88.9245,1070,NORMAL,017005|017027|017051|017081|017121|017189|017191
KXI50,Russell,MN,162.500,44.313639,-95.957472,1060,NORMAL,027081|027083|027101|027117|027127|027173
KXI52,McLeansboro,IL,162.400,38.1139,-88.5458,300,NORMAL,017059|017065|017165|017193
KXI54,Burkeville,TX,162.425,31.17325,-93.56762,1000,NORMAL,022011|022085|022115|048241|048351|048403|048405
KXI55,Onalaska,TX,162.500,30.849722,-95.1097,1000,NORMAL,048225|048339|048373|048407|048455|048471
KXI56,Gonzales,TX,162.525,29.546667,-97.406667,1000,NORMAL,048055|048123|048177|048187|048285
KXI57,Ardmore,OK,162.525,34.41625,-97.15,340,NORMAL,040019|040049|040067|040069|040085|040095|040099|040123|040137
KXI58,Plano,IL,162.400,41.6061,-88.4525,300,NORMAL,017037|017043|017063|017089|017093|017099|017197
KXI59,Philip,SD,162.450,43.981111,-101.642778,1000,NORMAL,046055|046071|046103|646103
KXI60,Decorah,IA,162.525,43.2875,-91.8844,300,NORMAL,019005|019037|019065|019089|019191|027045|027055
KXI62,Montezuma,IA,162.450,41.6108,-92.562722,299,NORMAL,019095|019099|019107|019123|019125|019157|019171
KXI65,Lenox,IA,162.450,40.842306,-94.632556,302,NORMAL,019001|019003|019159|019173|019175
KXI66,Piedmont,MO,162.425,37.0931,-90.8439,1000,NORMAL,029023|029035|029179|029181|029223
KXI68,St. Ansgar,IA,162.450,43.372222,-92.833056,1000,NORMAL,019033|019037|019067|019089|019131|019195|027047|027099
KXI70,Jerseyville,IL,162.450,39.104194,-90.264611,311,NORMAL,017013|017061|017083|017117|017119
KXI71,Arlington,SD,162.525,44.355278,-97.123889,1060,NORMAL,046011|046025|046039|046057|046077|046079|046097
KXI73,Backbone Mountain,WV,162.450,39.1456,-79.5766,145,NORMAL,024023|054001|054023|054077|054083|054093
KXI74,Monterville,WV,162.525,38.5658,-80.151944,300,NORMAL,054041|054075|054083|054097|054101
KXI75,Blue Ridge,GA,162.475,34.8675,-84.333889,300,NORMAL,013111|013123|037039|047139
KXI76,La Grange,GA,162.450,33.021361,-84.997833,324,NORMAL,001017|001111|013045|013077|013149|013199|013285
KXI77,Eastman,GA,162.400,32.217583,-83.224944,1050,NORMAL,013017|013023|013081|013091|013093|013153|013167|013175|013225|013235|013271|013283|013287|013289|013309|013315|013319
KXI79,Hillsboro,IL,162.425,39.170574,-89.512124,312,OUT OF SERVICE,017005|017051|017117|017135
KXI80,Craig,AK,162.475,55.474069,-133.137279,300,NORMAL,002198
